anchor	endpoint	alpha	beta	relation	n	direct	closed	formula_match	sign	cone_ok
left	x=1	3/2	3	beta_gt_alpha	23	-3350130783814066375809/1237940039285380274899124224	-3350130783814066375809/1237940039285380274899124224	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	24	4951760157141521099596496896/2514383707568322679235056197	4951760157141521099596496896/2514383707568322679235056197	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	24	-44296173697097099857919/19807040628566084398385987584	-44296173697097099857919/19807040628566084398385987584	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	25	237684487542793012780631851008/116340135040661279523336330385	237684487542793012780631851008/116340135040661279523336330385	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	25	-589815554203219019290419/316912650057057350374175801344	-589815554203219019290419/316912650057057350374175801344	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	26	1267650600228229401496703205376/598893798608330232028997365775	1267650600228229401496703205376/598893798608330232028997365775	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	26	-3952442162074444692486371/2535301200456458802993406410752	-3952442162074444692486371/2535301200456458802993406410752	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	27	10141204801825835211973625643008/4630068608551297862789696876095	10141204801825835211973625643008/4630068608551297862789696876095	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	27	-26647110060437385184827469/20282409603651670423947251286016	-26647110060437385184827469/20282409603651670423947251286016	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	28	243388915243820045087367015432192/107507205949523361343097542303651	243388915243820045087367015432192/107507205949523361343097542303651	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	28	-2890781649459707302470154137/2596148429267413814265248164610048	-2890781649459707302470154137/2596148429267413814265248164610048	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	29	10384593717069655257060992658440192/4442475187785142770338966183579901	10384593717069655257060992658440192/4442475187785142770338966183579901	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	29	-315270398678954138836063173911/332306998946228968225951765070086144	-315270398678954138836063173911/332306998946228968225951765070086144	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	30	1329227995784915872903807060280344576/551270784666065443773880803689687715	1329227995784915872903807060280344576/551270784666065443773880803689687715	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	30	-2159686527848878352133673399893/2658455991569831745807614120560689152	-2159686527848878352133673399893/2658455991569831745807614120560689152	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	31	10633823966279326983230456482242756608/4279472847095748676711677183722976825	10633823966279326983230456482242756608/4279472847095748676711677183722976825	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	31	-14863724926959927482331752222793/21267647932558653966460912964485513216	-14863724926959927482331752222793/21267647932558653966460912964485513216	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	32	85070591730234615865843651857942052864/33250425163233018709979972471178692205	85070591730234615865843651857942052864/33250425163233018709979972471178692205	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	32	-205496895418763441858904066445281/340282366920938463463374607431768211456	-205496895418763441858904066445281/340282366920938463463374607431768211456	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	33	1361129467683753853853498429727072845824/517123278967233519556164714718426708293	1361129467683753853853498429727072845824/517123278967233519556164714718426708293	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	33	-2852889331894724900041181679208811/5444517870735015415413993718908291383296	-2852889331894724900041181679208811/5444517870735015415413993718908291383296	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	34	65334214448820184984967924626899496599552/24146395989974516503239655102573023685429	65334214448820184984967924626899496599552/24146395989974516503239655102573023685429	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	34	-19880945714014590733003910450133663/43556142965880123323311949751266331066368	-19880945714014590733003910450133663/43556142965880123323311949751266331066368	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	35	174224571863520493293247799005065324265472/62684456161740387792905221283351021658475	174224571863520493293247799005065324265472/62684456161740387792905221283351021658475	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	35	-139059300453087211564317500489936269/348449143727040986586495598010130648530944	-139059300453087211564317500489936269/348449143727040986586495598010130648530944	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	36	1393796574908163946345982392040522594123776/488532704904252010126892918908707355030625	1393796574908163946345982392040522594123776/488532704904252010126892918908707355030625	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	36	-3904357281952064016998145206063595245/11150372599265311570767859136324180752990208	-3904357281952064016998145206063595245/11150372599265311570767859136324180752990208	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	37	133804471191183738849214309635890169035882496/45719145291270230424644455780333336010019875	133804471191183738849214309635890169035882496/45719145291270230424644455780333336010019875	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	37	-109988601479381315600801407634230548975/356811923176489970264571492362373784095686656	-109988601479381315600801407634230548975/356811923176489970264571492362373784095686656	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	38	1427247692705959881058285969449495136382746624/475702131250143421930568898436346369314011675	1427247692705959881058285969449495136382746624/475702131250143421930568898436346369314011675	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	38	-777073940533189945179645717350783309425/2854495385411919762116571938898990272765493248	-777073940533189945179645717350783309425/2854495385411919762116571938898990272765493248	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	39	11417981541647679048466287755595961091061972992/3714454620667496197025801050159763810566899525	11417981541647679048466287755595961091061972992/3714454620667496197025801050159763810566899525	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	39	-5506640249692007153050446229598740196025/22835963083295358096932575511191922182123945984	-5506640249692007153050446229598740196025/22835963083295358096932575511191922182123945984	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	40	91343852333181432387730302044767688728495783936/29020462180298101517183860917914876725968412125	91343852333181432387730302044767688728495783936/29020462180298101517183860917914876725968412125	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	40	-78268799997207957906888266388144461602275/365375409332725729550921208179070754913983135744	-78268799997207957906888266388144461602275/365375409332725729550921208179070754913983135744	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	41	1461501637330902918203684832716283019655932542976/453713145503814927525527804414335123442994519375	1461501637330902918203684832716283019655932542976/453713145503814927525527804414335123442994519375	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	41	-1115528048445054834410296402764361972937475/5846006549323611672814739330865132078623730171904	-1115528048445054834410296402764361972937475/5846006549323611672814739330865132078623730171904	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	42	23384026197294446691258957323460528314494920687616/7097173506335432290565983413293326991553750633375	23384026197294446691258957323460528314494920687616/7097173506335432290565983413293326991553750633375	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	42	-7970367070774087440061972848736673226930075/46768052394588893382517914646921056628989841375232	-7970367070774087440061972848736673226930075/46768052394588893382517914646921056628989841375232	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	43	187072209578355573530071658587684226515959365500928/55536239833633493836998936873683724931974711477975	187072209578355573530071658587684226515959365500928/55536239833633493836998936873683724931974711477975	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	43	-57090242580021978768177479896177669561627725/374144419156711147060143317175368453031918731001856	-57090242580021978768177479896177669561627725/374144419156711147060143317175368453031918731001856	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	44	1496577676626844588240573268701473812127674924007424/434785566801147325016209068234954083348105442403425	1496577676626844588240573268701473812127674924007424/434785566801147325016209068234954083348105442403425	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	44	-3279247337982964581868577373610942877869666275/23945242826029513411849172299223580994042798784118784	-3279247337982964581868577373610942877869666275/23945242826029513411849172299223580994042798784118784	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	45	95780971304118053647396689196894323976171195136475136/27243478600625082386653951190466803733195117614427375	95780971304118053647396689196894323976171195136475136/27243478600625082386653951190466803733195117614427375	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	45	-188790953886733532356148097366458568540210786975/1532495540865888858358347027150309183618739122183602176	-188790953886733532356148097366458568540210786975/1532495540865888858358347027150309183618739122183602176	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	46	6129982163463555433433388108601236734474956488734408704/1707813981665034926483103130749330587764578291271756875	6129982163463555433433388108601236734474956488734408704/1707813981665034926483103130749330587764578291271756875	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	46	-1361606593950441435401280359373601186165520247285/12259964326927110866866776217202473468949912977468817408	-1361606593950441435401280359373601186165520247285/12259964326927110866866776217202473468949912977468817408	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	47	49039857307708443467467104868809893875799651909875269632/13387867482391290121646726011906793170859792107006270425	49039857307708443467467104868809893875799651909875269632/13387867482391290121646726011906793170859792107006270425	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	47	-9840944912355543393900234126766850925894328689201/98079714615416886934934209737619787751599303819750539264	-9840944912355543393900234126766850925894328689201/98079714615416886934934209737619787751599303819750539264	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	48	392318858461667547739736838950479151006397215279002157056/104992381926612164648114206582789039149354557865063292533	392318858461667547739736838950479151006397215279002157056/104992381926612164648114206582789039149354557865063292533	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	48	-142537849160407666985858142261451085130261294724581/1569275433846670190958947355801916604025588861116008628224	-142537849160407666985858142261451085130261294724581/1569275433846670190958947355801916604025588861116008628224	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	49	6277101735386680763835789423207666416102355444464034512896/1647414402990265986175463184133867834495830264661015734873	6277101735386680763835789423207666416102355444464034512896/1647414402990265986175463184133867834495830264661015734873	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	49	-2068557262343855242658338990525761103363545262628571/25108406941546723055343157692830665664409421777856138051584	-2068557262343855242658338990525761103363545262628571/25108406941546723055343157692830665664409421777856138051584	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	50	100433627766186892221372630771322662657637687111424552206336/25858906775529356517398598456324790464546305242828570642455	100433627766186892221372630771322662657637687111424552206336/25858906775529356517398598456324790464546305242828570642455	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	50	-15037876450148935072938295260964006120398994666055223/200867255532373784442745261542645325315275374222849104412672	-15037876450148935072938295260964006120398994666055223/200867255532373784442745261542645325315275374222849104412672	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	51	803469022129495137770981046170581301261101496891396417650688/203022234537436981462594866287078281529823717262878400536675	803469022129495137770981046170581301261101496891396417650688/203022234537436981462594866287078281529823717262878400536675	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	51	-109518271924822042298873847304596448614218940951775917/1606938044258990275541962092341162602522202993782792835301376	-109518271924822042298873847304596448614218940951775917/1606938044258990275541962092341162602522202993782792835301376	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	52	6427752177035961102167848369364650410088811975131171341205504/1594510654148234016699154158590029627934231659553502212430465	6427752177035961102167848369364650410088811975131171341205504/1594510654148234016699154158590029627934231659553502212430465	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	52	-3195942298897079597994409544070496364105843640501824487/51422017416287688817342786954917203280710495801049370729644032	-3195942298897079597994409544070496364105843640501824487/51422017416287688817342786954917203280710495801049370729644032	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	53	205688069665150755269371147819668813122841983204197482918576128/50109050401401255501410561466963034982795503503734605891418691	205688069665150755269371147819668813122841983204197482918576128/50109050401401255501410561466963034982795503503734605891418691	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	53	-93419235669264760279220046397228569159314422002939295719/1645504557321206042154969182557350504982735865633579863348609024	-93419235669264760279220046397228569159314422002939295719/1645504557321206042154969182557350504982735865633579863348609024	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	54	6582018229284824168619876730229402019930943462534319453394436096/1575232629535779317679680883408815407992992482324168325052793587	6582018229284824168619876730229402019930943462534319453394436096/1575232629535779317679680883408815407992992482324168325052793587	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	54	-683774550733475096562784840508208383701479244896287077377/13164036458569648337239753460458804039861886925068638906788872192	-683774550733475096562784840508208383701479244896287077377/13164036458569648337239753460458804039861886925068638906788872192	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	55	52656145834278593348959013841835216159447547700274555627155488768/12383634616344496208861133139683942061021740658077778211773171605	52656145834278593348959013841835216159447547700274555627155488768/12383634616344496208861133139683942061021740658077778211773171605	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	55	-5012614956078303995433670516945913358718675726904809358001/105312291668557186697918027683670432318895095400549111254310977536	-5012614956078303995433670516945913358718675726904809358001/105312291668557186697918027683670432318895095400549111254310977536	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	56	421249166674228746791672110734681729275580381602196445017243910144/97382702374585152828887519809729655424341040651336356422798377525	421249166674228746791672110734681729275580381602196445017243910144/97382702374585152828887519809729655424341040651336356422798377525	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	56	-73603312264675209514870676121708637397230724374155929499687/1684996666696914987166688442938726917102321526408785780068975640576	-73603312264675209514870676121708637397230724374155929499687/1684996666696914987166688442938726917102321526408785780068975640576	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	57	6739986666787659948666753771754907668409286105635143120275902562304/1532044480408304048402938913345611290930056846314752644604092440995	6739986666787659948666753771754907668409286105635143120275902562304/1532044480408304048402938913345611290930056846314752644604092440995	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	57	-1082330673793666605489163876740535208939605897764227356741299/26959946667150639794667015087019630673637144422540572481103610249216	-1082330673793666605489163876740535208939605897764227356741299/26959946667150639794667015087019630673637144422540572481103610249216	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	58	107839786668602559178668060348078522694548577690162289924414440996864/24109189588414393434922314112856237134537583092990298720933690773647	107839786668602559178668060348078522694548577690162289924414440996864/24109189588414393434922314112856237134537583092990298720933690773647	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	58	-7968952919740465440626985011030392233773735015637936270708147/215679573337205118357336120696157045389097155380324579848828881993728	-7968952919740465440626985011030392233773735015637936270708147/215679573337205118357336120696157045389097155380324579848828881993728	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	59	862718293348820473429344482784628181556388621521298319395315527974912/189749904095384144628211951846451283592449946680578855559839301842511	862718293348820473429344482784628181556388621521298319395315527974912/189749904095384144628211951846451283592449946680578855559839301842511	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	59	-58753176186043503266558093791001852418898110850061773866833901/1725436586697640946858688965569256363112777243042596638790631055949824	-58753176186043503266558093791001852418898110850061773866833901/1725436586697640946858688965569256363112777243042596638790631055949824	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	60	6901746346790563787434755862277025452451108972170386555162524223799296/1493806848677179325990147854397945972982036830626676858285985287162625	6901746346790563787434755862277025452451108972170386555162524223799296/1493806848677179325990147854397945972982036830626676858285985287162625	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	60	-13879738431379134271685462061769532850007310853674117150160142041/441711766194596082395824375185729628956870974218904739530401550323154944	-13879738431379134271685462061769532850007310853674117150160142041/441711766194596082395824375185729628956870974218904739530401550323154944	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	61	1766847064778384329583297500742918515827483896875618958121606201292619776/376415614646828917461803129977260195572854518828547541671270102122328125	1766847064778384329583297500742918515827483896875618958121606201292619776/376415614646828917461803129977260195572854518828547541671270102122328125	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	61	-3283091975114679837340984295380101039520960067311377710518648982775/113078212145816597093331040047546785012958969400039613319782796882727665664	-3283091975114679837340984295380101039520960067311377710518648982775/113078212145816597093331040047546785012958969400039613319782796882727665664	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	62	452312848583266388373324160190187140051835877600158453279131187530910662656/94874107919369202381180318129499288985693470491816836541544893585693871875	452312848583266388373324160190187140051835877600158453279131187530910662656/94874107919369202381180318129499288985693470491816836541544893585693871875	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	62	-24297941773867385742558566754852729138645800031966490048710280933125/904625697166532776746648320380374280103671755200316906558262375061821325312	-24297941773867385742558566754852729138645800031966490048710280933125/904625697166532776746648320380374280103671755200316906558262375061821325312	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	63	3618502788666131106986593281521497120414687020801267626233049500247285301248/747448741132596807011452772060796496302673173818747189144786553242256755625	3618502788666131106986593281521497120414687020801267626233049500247285301248/747448741132596807011452772060796496302673173818747189144786553242256755625	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	63	-180042143863079774138551333851086504513086450440392133183184320455625/7237005577332262213973186563042994240829374041602535252466099000494570602496	-180042143863079774138551333851086504513086450440392133183184320455625/7237005577332262213973186563042994240829374041602535252466099000494570602496	true	negative	false
right	x=0	3/2	3	beta_gt_alpha	64	28948022309329048855892746252171976963317496166410141009864396001978282409984/5890004259047143450276138239536525262361589646062429794875448266458543398125	28948022309329048855892746252171976963317496166410141009864396001978282409984/5890004259047143450276138239536525262361589646062429794875448266458543398125	true	positive	true
left	x=1	3/2	3	beta_gt_alpha	64	-2671231070361883321481456532703696962042711085155563352644979658805625/115792089237316195423570985008687907853269984665640564039457584007913129639936	-2671231070361883321481456532703696962042711085155563352644979658805625/115792089237316195423570985008687907853269984665640564039457584007913129639936	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	1	24/25	24/25	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	1	-5/144	-5/144	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	2	64/25	64/25	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	2	-25/4608	-25/4608	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	3	14336/2475	14336/2475	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	3	-175/147456	-175/147456	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	4	458752/39325	458752/39325	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	4	-385/1179648	-385/1179648	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	5	11010048/511225	11010048/511225	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	5	-1001/9437184	-1001/9437184	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	6	29360128/790075	29360128/790075	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	6	-5915/150994944	-5915/150994944	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	7	1409286144/23199475	1409286144/23199475	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	7	-38675/2415919104	-38675/2415919104	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	8	3221225472/33906925	3221225472/33906925	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	8	-137275/19327352832	-137275/19327352832	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	9	8589934592/59989175	8589934592/59989175	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	9	-521645/154618822656	-521645/154618822656	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	10	1443109011456/6898755125	1443109011456/6898755125	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	10	-16796969/9895604649984	-16796969/9895604649984	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	11	30786325577728/103481326875	30786325577728/103481326875	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	11	-568132775/633318697598976	-568132775/633318697598976	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	12	1970324836974592/4766228173125	1970324836974592/4766228173125	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	12	-835489375/1688849860263936	-835489375/1688849860263936	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	13	15762598695796736/28005484494375	15762598695796736/28005484494375	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	13	-1275220625/4503599627370496	-1275220625/4503599627370496	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	14	126100789566373888/167541582676875	126100789566373888/167541582676875	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	14	-12067614125/72057594037927936	-12067614125/72057594037927936	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	15	288230376151711744/290993275175625	288230376151711744/290993275175625	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	15	-117573040475/1152921504606846976	-117573040475/1152921504606846976	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	16	4611686018427387904/3588917060499375	4611686018427387904/3588917060499375	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	16	-587865202375/9223372036854775808	-587865202375/9223372036854775808	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	17	258254417031933722624/156933555100018125	258254417031933722624/156933555100018125	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	17	-3009033348125/73786976294838206464	-3009033348125/73786976294838206464	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	18	2066035336255469780992/991844879861379375	2066035336255469780992/991844879861379375	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	18	-62928045236875/2361183241434822606848	-62928045236875/2361183241434822606848	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	19	66113130760175032991744/25342355408632055625	66113130760175032991744/25342355408632055625	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	19	-1341625924450175/75557863725914323419136	-1341625924450175/75557863725914323419136	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	20	2115620184325601055735808/653832769542707035125	2115620184325601055735808/653832769542707035125	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	20	-7277804630171257/604462909807314587353088	-7277804630171257/604462909807314587353088	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	21	16924961474604808445886464/4254942484870231936275	16924961474604808445886464/4254942484870231936275	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	21	-120363691960524635/14507109835375550096474112	-120363691960524635/14507109835375550096474112	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	22	19342813113834066795298816/3988250933111983780725	19342813113834066795298816/3988250933111983780725	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	22	-4040781087246184175/696341272098026404630757376	-4040781087246184175/696341272098026404630757376	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	23	928455029464035206174343168/158200620346775356635425	928455029464035206174343168/158200620346775356635425	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	23	-45841964748413606675/11141460353568422474092118016	-45841964748413606675/11141460353568422474092118016	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	24	4951760157141521099596496896/702161374051451213440975	4951760157141521099596496896/702161374051451213440975	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	24	-263354183692610581795/89131682828547379792736944128	-263354183692610581795/89131682828547379792736944128	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	25	118842243771396506390315925504/14115864864551588187451325	118842243771396506390315925504/14115864864551588187451325	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	25	-1530852383916400865789/713053462628379038341895553024	-1530852383916400865789/713053462628379038341895553024	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	26	950737950171172051122527404032/95168250215847804231526675	950737950171172051122527404032/95168250215847804231526675	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	26	-143949506423106726573385/91270843216432516907762630787072	-143949506423106726573385/91270843216432516907762630787072	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	27	40564819207303340847894502572032/3441406725547270598178754925	40564819207303340847894502572032/3441406725547270598178754925	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	27	-13675203110195139024471575/11682667931703362164193616740745216	-13675203110195139024471575/11682667931703362164193616740745216	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	28	15576890575604482885591488987660288/1125965709567693352985939906825	15576890575604482885591488987660288/1125965709567693352985939906825	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	28	-81978089232774068697500725/93461343453626897313548933925961728	-81978089232774068697500725/93461343453626897313548933925961728	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	29	41538374868278621028243970633760768/2571055390296283752540087380825	41538374868278621028243970633760768/2571055390296283752540087380825	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	29	-495864106132359450827403545/747690747629015178508391471407693824	-495864106132359450827403545/747690747629015178508391471407693824	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	30	332306998946228968225951765070086144/17694910627333247002775895503325	332306998946228968225951765070086144/17694910627333247002775895503325	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	30	-6049542094814785300094323249/11963051962064242856134263542523101184	-6049542094814785300094323249/11963051962064242856134263542523101184	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	31	5316911983139663491615228241121378304/244639161212813621260600079101525	5316911983139663491615228241121378304/244639161212813621260600079101525	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	31	-74393017652452089501159921035/191408831393027885698148216680369618944	-74393017652452089501159921035/191408831393027885698148216680369618944	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	32	255211775190703847597530955573826158592/10188890471052588928718505997174325	255211775190703847597530955573826158592/10188890471052588928718505997174325	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	32	-460855749468604338232647874975/1531270651144223085585185733442956951552	-460855749468604338232647874975/1531270651144223085585185733442956951552	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	33	680564733841876926926749214863536422912/23667792516684036586909417202540075	680564733841876926926749214863536422912/23667792516684036586909417202540075	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	33	-2875217449113843259985871964925/12250165209153784684681485867543655612416	-2875217449113843259985871964925/12250165209153784684681485867543655612416	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	34	16333553612205046246241981156724874149888/496640358761025755586848216035486675	16333553612205046246241981156724874149888/496640358761025755586848216035486675	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	34	-72234309144660092977798906441885/392005286692921109909807547761396979597312	-72234309144660092977798906441885/392005286692921109909807547761396979597312	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	35	522673715590561479879743397015195972796416/13944133149828800060707661450227125875	522673715590561479879743397015195972796416/13944133149828800060707661450227125875	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	35	-1826294752667186643433813327259951/12544169174173475517113841528364703347113984	-1826294752667186643433813327259951/12544169174173475517113841528364703347113984	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	36	5575186299632655785383929568162090376495104/130938811284977756667620723374083986875	5575186299632655785383929568162090376495104/130938811284977756667620723374083986875	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	36	-11613198340131064892915363492158225/100353353393387804136910732226917626776911872	-11613198340131064892915363492158225/100353353393387804136910732226917626776911872	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	37	133804471191183738849214309635890169035882496/2775264073332821232784448990538511819375	133804471191183738849214309635890169035882496/2775264073332821232784448990538511819375	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	37	-74270454500838205710505231635895625/802826827147102433095285857815341014215294976	-74270454500838205710505231635895625/802826827147102433095285857815341014215294976	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	38	356811923176489970264571492362373784095686656/6555524106776198991726721701903262138125	356811923176489970264571492362373784095686656/6555524106776198991726721701903262138125	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	38	-955152589278221575765334723131401875/12845229234353638929524573725045456227444719616	-955152589278221575765334723131401875/12845229234353638929524573725045456227444719616	true	negative	false
right	x=0	3/2	5	beta_gt_alpha	39	5708990770823839524233143877797980545530986496/93177142853818997508200317128743406669375	5708990770823839524233143877797980545530986496/93177142853818997508200317128743406669375	true	positive	true
left	x=1	3/2	5	beta_gt_alpha	39	-1371946446417809172462935329588740875/22835963083295358096932575511191922182123945984	-1371946446417809172462935329588740875/22835963083295358096932575511191922182123945984	true	negative	false
